instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_norm,atemp_norm,hum_norm,windspeed_norm
610,2012-09-01,Musim Panas,2012,September,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,0.8650105179003674,0.818538711706499,0.6563835475578407,0.18717928683886265
611,2012-09-02,Musim Panas,2012,September,Tak Libur,Minggu,Tak Kerja,Berkabut,0.696667,0.649,0.815,0.0640708,2613,3197,5810,0.7944019001750201,0.7481105931745079,0.8380462724935732,0.08592365699640445
612,2012-09-03,Musim Panas,2012,September,Libur,Senin,Tak Kerja,Sedikit Berawan,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,0.8079003499653474,0.7646878606464674,0.8131958868894601,0.2653822231906938
613,2012-09-04,Musim Panas,2012,September,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.725833,0.686888,0.755,0.236321,867,5997,6864,0.8307441679295373,0.797843708225391,0.7763496143958869,0.4410265047633204
614,2012-09-05,Musim Panas,2012,September,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.736667,0.708983,0.74125,0.187808,832,6280,7112,0.8442438637689545,0.8268463786500441,0.762210796915167,0.34101440344955475
615,2012-09-06,Musim Panas,2012,September,Tak Libur,Kamis,Kerja,Berkabut,0.696667,0.655329,0.810417,0.142421,611,5592,6203,0.7944019001750201,0.7564182601180531,0.833333676092545,0.24744671556532
616,2012-09-07,Musim Panas,2012,September,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,0.8027080634079492,0.7588794507515098,0.7570694087403598,0.30769559031837174
617,2012-09-08,Musim Panas,2012,September,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,0.7476750593057063,0.6983892918386656,0.8217655526992287,0.5333490148767822
618,2012-09-09,Musim Panas,2012,September,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.61,0.578925,0.5475,0.224496,2570,5657,8227,0.686410563705132,0.6561276952334547,0.5629820051413882,0.4166486452610163
619,2012-09-10,Musim Panas,2012,September,Tak Libur,Senin,Kerja,Sedikit Berawan,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,0.6531821726261456,0.6387077160885997,0.5179948586118251,0.4871887905963516
620,2012-09-11,Musim Panas,2012,September,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,0.6459139682850602,0.6237935571673546,0.5347043701799485,0.1436129080405293
621,2012-09-12,Musim Panas,2012,September,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,0.6729121139148047,0.6445108754435392,0.5934015424164524,0.225645796813788
622,2012-09-13,Musim Panas,2012,September,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,0.6895256864297529,0.6569585931913097,0.6550982005141387,0.12437161299792421
623,2012-09-14,Musim Panas,2012,September,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,0.7154846271185639,0.6760246166318206,0.6915167095115681,0.16795737039070338
624,2012-09-15,Musim Panas,2012,September,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,0.6843333998723548,0.6652400074347646,0.5158529562982005,0.4641158938902384
625,2012-09-16,Musim Panas,2012,September,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.58,0.563125,0.57,0.0901833,2166,5167,7333,0.649029091009681,0.6353880621621932,0.5861182519280205,0.13975594928003368
626,2012-09-17,Musim Panas,2012,September,Tak Libur,Senin,Kerja,Berkabut,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,0.6500670499015248,0.622163264491753,0.7553552699228792,0.2666624473556774
627,2012-09-18,Musim Panas,2012,September,Tak Libur,Selasa,Kerja,Berkabut,0.623333,0.565067,0.8725,0.357587,371,3702,4073,0.7030241362200802,0.6379371993409522,0.897172236503856,0.6910227424298243
628,2012-09-19,Musim Panas,2012,September,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.5525,0.540404,0.536667,0.215175,788,6803,7591,0.6147627410388511,0.6055636822247167,0.5518426735218509,0.3974329134706589
629,2012-09-20,Musim Panas,2012,September,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.546667,0.532192,0.618333,0.118167,939,6781,7720,0.6074945366977655,0.5947843235676789,0.6358179948586118,0.19744581878993872
630,2012-09-21,Musim Panas,2012,September,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,0.6729121139148047,0.6469996314120907,0.6876606683804627,0.2717895286734136
631,2012-09-22,Musim Panas,2012,September,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.65,0.610488,0.646667,0.283583,2512,5883,8395,0.7362525272990665,0.6975583938808106,0.6649532133676093,0.5384596037737133
632,2012-09-23,Musim Gugur,2012,September,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,0.5856886776254192,0.5773800960428779,0.48029100257069407,0.4140964431414516
633,2012-09-24,Musim Gugur,2012,September,Tak Libur,Senin,Kerja,Sedikit Berawan,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,0.5669979412776938,0.5558266292688202,0.5068555269922879,0.24741166917110952
634,2012-09-25,Musim Gugur,2012,September,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.55,0.544179,0.57,0.236321,845,6693,7538,0.6116476183142302,0.6105188793667428,0.5861182519280205,0.4410265047633204
635,2012-09-26,Musim Gugur,2012,September,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.635,0.596613,0.630833,0.2444,787,6946,7733,0.7175617909513411,0.6793455831932312,0.6486714652956298,0.4576817882237107
636,2012-09-27,Musim Gugur,2012,September,Tak Libur,Kamis,Kerja,Berkabut,0.65,0.607975,0.690833,0.134342,751,6642,7393,0.7362525272990665,0.6942597421144765,0.7103681233933162,0.2307914321049297
637,2012-09-28,Musim Gugur,2012,September,Tak Libur,Jumat,Kerja,Berkabut,0.619167,0.585863,0.69,0.164179,1045,6370,7415,0.6978330957117719,0.6652347568947465,0.7095115681233932,0.2923019770495595
638,2012-09-29,Musim Gugur,2012,September,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,0.6023022501403674,0.5922955675991275,0.5582694087403598,0.42305595074373603
639,2012-09-30,Musim Gugur,2012,September,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,0.5825735549007983,0.57571304958715,0.5998282776349614,0.23206134850691024
640,2012-10-01,Musim Gugur,2012,Oktober,Tak Libur,Senin,Kerja,Berkabut,0.520833,0.512,0.649167,0.0908042,763,6015,6778,0.575304104510623,0.5682795975566086,0.6675239074550129,0.1410359672897572
641,2012-10-02,Musim Gugur,2012,Oktober,Tak Libur,Selasa,Kerja,Petir/Hujan/Salju,0.590833,0.542333,0.871667,0.104475,315,4324,4639,0.6625275408000084,0.6080957551484168,0.8963156812339331,0.1692190405822814
642,2012-10-03,Musim Gugur,2012,Oktober,Tak Libur,Rabu,Kerja,Berkabut,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,0.7455978954729292,0.6826534234045971,0.8161953727506426,0.0910259996829332
643,2012-10-04,Musim Gugur,2012,Oktober,Tak Libur,Kamis,Kerja,Berkabut,0.6575,0.607975,0.722917,0.117546,891,6437,7328,0.7455978954729292,0.6942597421144765,0.743359383033419,0.19616559462495514
644,2012-10-05,Musim Gugur,2012,Oktober,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.615,0.580187,0.6275,0.10635,1516,6640,8156,0.6926408091543738,0.6577842406091465,0.6452442159383033,0.17308445170843956
645,2012-10-06,Musim Gugur,2012,Oktober,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,0.6168399048716282,0.6030919905112241,0.6829480719794344,0.5063859684133035
646,2012-10-07,Musim Gugur,2012,Oktober,Tak Libur,Minggu,Tak Kerja,Berkabut,0.415833,0.419813,0.708333,0.141162,781,2729,3510,0.4444689500765448,0.4472717143958256,0.7283629820051414,0.24485122084114236
647,2012-10-08,Musim Gugur,2012,Oktober,Libur,Senin,Tak Kerja,Berkabut,0.383333,0.387608,0.709583,0.189679,874,4604,5478,0.403972354656473,0.40499830407557413,0.7296483290488431,0.3448715683653104
648,2012-10-09,Musim Gugur,2012,Oktober,Tak Libur,Selasa,Kerja,Berkabut,0.446667,0.438112,0.761667,0.1903,601,5791,6392,0.48288962771292926,0.471291622343358,0.7832051413881748,0.346151792530294
649,2012-10-10,Musim Gugur,2012,Oktober,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.514167,0.503142,0.630833,0.187821,780,6911,7691,0.5669979412776938,0.5566522766866571,0.6486714652956298,0.34104120363336277
650,2012-10-11,Musim Gugur,2012,Oktober,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.435,0.431167,0.463333,0.181596,834,6736,7570,0.46835197298166836,0.46217537223703453,0.47643496143958863,0.3282080386945177
651,2012-10-12,Musim Gugur,2012,Oktober,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,0.47146709570628936,0.464674629285622,0.5544133676092544,0.43849285661716125
652,2012-10-13,Musim Gugur,2012,Oktober,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,0.41643284555495663,0.40997056547265887,0.5085686375321337,0.2551177527922184
653,2012-10-14,Musim Gugur,2012,Oktober,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,0.5763433094515564,0.5632968350794878,0.6585264781491003,0.5282116257960429
654,2012-10-15,Musim Gugur,2012,Oktober,Tak Libur,Senin,Kerja,Berkabut,0.561667,0.53915,0.7075,0.296037,760,5115,5875,0.626185273045491,0.603917637929061,0.7275064267352185,0.5641341798618059
655,2012-10-16,Musim Gugur,2012,Oktober,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.468333,0.460846,0.558333,0.182221,922,6612,7534,0.5098865272935839,0.5011330665358931,0.5741213367609254,0.32949650906990374
656,2012-10-17,Musim Gugur,2012,Oktober,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.455833,0.450108,0.692917,0.101371,979,6482,7461,0.49431091367047936,0.48703799185746244,0.7125110539845758,0.16281998130996414
657,2012-10-18,Musim Gugur,2012,Oktober,Tak Libur,Kamis,Kerja,Berkabut,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,0.5773812683434001,0.5690999944344275,0.7489285347043702,0.4422964211653009
658,2012-10-19,Musim Gugur,2012,Oktober,Tak Libur,Jumat,Kerja,Berkabut,0.563333,0.537896,0.815,0.134954,753,4671,5424,0.6282611908291783,0.6022715936334052,0.8380462724935732,0.23205310229650772
659,2012-10-20,Musim Gugur,2012,Oktober,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,0.5296164685822429,0.5168794360499976,0.5891177377892031,0.1961470406515496
660,2012-10-21,Musim Gugur,2012,Oktober,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.464167,0.456429,0.51,0.166054,2132,4692,6824,0.5046954867852755,0.4953351577209715,0.5244215938303342,0.2961673881757177
661,2012-10-22,Musim Gugur,2012,Oktober,Tak Libur,Senin,Kerja,Sedikit Berawan,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,0.5337695501987074,0.5301370495955509,0.5844041131105397,0.12182044165465983
662,2012-10-23,Musim Gugur,2012,Oktober,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,0.6043794139731445,0.5923060686791636,0.659811825192802,0.14874947250022832
663,2012-10-24,Musim Gugur,2012,Oktober,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,0.6583744591835438,0.6296072176023303,0.6542416452442159,0.10387648166362348
664,2012-10-25,Musim Gugur,2012,Oktober,Tak Libur,Kamis,Kerja,Berkabut,0.55,0.529688,0.800417,0.124375,875,6484,7359,0.6116476183142302,0.5914974855163854,0.8230508997429306,0.2102439373345733
665,2012-10-26,Musim Gugur,2012,Oktober,Tak Libur,Jumat,Kerja,Berkabut,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,0.6064553317568321,0.5823904238550934,0.8299053984575835,0.22692602097877157
666,2012-10-27,Musim Gugur,2012,Oktober,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.53,0.515133,0.72,0.235692,2643,5209,7852,0.5867266365172629,0.5723920830257391,0.7403598971722365,0.4397297881775319
667,2012-10-28,Musim Gugur,2012,Oktober,Tak Libur,Minggu,Tak Kerja,Berkabut,0.4775,0.467771,0.694583,0.398008,998,3461,4459,0.5213090593002238,0.5102230639421264,0.7142241645244215,0.7743527600993916
668,2012-10-29,Musim Gugur,2012,Oktober,Tak Libur,Senin,Kerja,Petir/Hujan/Salju,0.44,0.4394,0.88,0.3582,2,20,22,0.47458221843091025,0.4729822962291671,0.9048843187660668,0.692286474174003
669,2012-10-30,Musim Gugur,2012,Oktober,Tak Libur,Selasa,Kerja,Berkabut,0.318182,0.309909,0.825455,0.213009,87,1009,1096,0.32279101040376235,0.30300787686013503,0.8487969151670951,0.39296759053772096
670,2012-10-31,Musim Gugur,2012,Oktober,Tak Libur,Rabu,Kerja,Berkabut,0.3575,0.3611,0.666667,0.166667,419,5147,5566,0.37178316851842025,0.3702029753760173,0.685518766066838,0.29743111991989635
671,2012-11-01,Musim Gugur,2012,November,Tak Libur,Kamis,Kerja,Berkabut,0.365833,0.369942,0.581667,0.157346,466,5520,5986,0.3821664955841267,0.38180929408589664,0.5981151670951157,0.27821538812953894
672,2012-11-02,Musim Gugur,2012,November,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.355,0.356042,0.522083,0.266175,618,5229,5847,0.3686680457937993,0.36356366752320474,0.5368462724935732,0.5025720961021607
673,2012-11-03,Musim Gugur,2012,November,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,0.35413039106253846,0.3213020709179939,0.5051413881748071,0.5115480961252502
674,2012-11-04,Musim Gugur,2012,November,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,0.33232453199019213,0.328773589363666,0.5479866323907454,0.32307889582418087
675,2012-11-05,Musim Gugur,2012,November,Tak Libur,Senin,Kerja,Sedikit Berawan,0.319167,0.308075,0.494167,0.236325,378,4881,5259,0.3240183687572629,0.30060050426186324,0.5081408740359897,0.44103475097372286
676,2012-11-06,Musim Gugur,2012,November,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.280833,0.281567,0.567083,0.173513,466,5220,5686,0.2762523229470158,0.26580517556230654,0.583118766066838,0.311544509023725
677,2012-11-07,Musim Gugur,2012,November,Tak Libur,Rabu,Kerja,Berkabut,0.295833,0.274621,0.5475,0.304108,326,4709,5035,0.29494305929474124,0.2566876128209786,0.5629820051413882,0.5807729709013912
678,2012-11-08,Musim Gugur,2012,November,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.352174,0.341891,0.333478,0.347835,340,4975,5315,0.36514671106588786,0.3449885695743807,0.34290796915167093,0.6709184814686007
679,2012-11-09,Musim Gugur,2012,November,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.361667,0.355413,0.540833,0.214558,709,5283,5992,0.3769754550758184,0.36273802010536776,0.5561264781491002,0.3961609355160778
680,2012-11-10,Musim Gugur,2012,November,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,0.41124180504664837,0.41330597101911926,0.6636678663239074,0.07309049205755938
681,2012-11-11,Musim Gugur,2012,November,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,0.4506991955257867,0.44976572090439493,0.6778066838046272,0.21668628921150357
682,2012-11-12,Musim Gugur,2012,November,Libur,Senin,Tak Kerja,Sedikit Berawan,0.485,0.475383,0.741667,0.173517,1097,5172,6269,0.5306544274740865,0.5202148415964581,0.762639588688946,0.31155275523412745
683,2012-11-13,Musim Gugur,2012,November,Tak Libur,Selasa,Kerja,Berkabut,0.343333,0.323225,0.662917,0.342046,327,3767,4094,0.35413039106253846,0.320486924580193,0.6816627249357325,0.6589841534636249
684,2012-11-14,Musim Gugur,2012,November,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.289167,0.281563,0.552083,0.199625,373,5122,5495,0.28663689606181203,0.2657999250222885,0.5676946015424165,0.3653757705310539
685,2012-11-15,Musim Gugur,2012,November,Tak Libur,Kamis,Kerja,Berkabut,0.321667,0.324492,0.620417,0.152987,320,5125,5445,0.3271334914818838,0.32215003313090745,0.6379609254498714,0.26922908034344645
686,2012-11-16,Musim Gugur,2012,November,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.345,0.347204,0.524583,0.171025,484,5214,5698,0.3562075548953157,0.35196259935334345,0.5394169665809768,0.3064153661533882
687,2012-11-17,Musim Gugur,2012,November,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.325,0.326383,0.545417,0.179729,1313,4316,5629,0.33128657309834847,0.32463222592443625,0.5608401028277635,0.3243591199891645
688,2012-11-18,Musim Gugur,2012,November,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.3425,0.337746,0.692917,0.227612,922,3747,4669,0.35309243217069486,0.3395476974806858,0.7125110539845758,0.423072443164541
689,2012-11-19,Musim Gugur,2012,November,Tak Libur,Senin,Kerja,Berkabut,0.380833,0.375621,0.623333,0.235067,449,5050,5499,0.4008572319318521,0.38926374827651017,0.640959383033419,0.4384413178021458
690,2012-11-20,Musim Gugur,2012,November,Tak Libur,Selasa,Kerja,Berkabut,0.374167,0.380667,0.685,0.082725,534,5100,5634,0.392551068698923,0.3958873045092687,0.7043701799485861,0.12438027151884684
691,2012-11-21,Musim Gugur,2012,November,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.353333,0.364892,0.61375,0.103246,615,4531,5146,0.36659088196102213,0.3751804873131201,0.6311053984575835,0.1666853924361223
692,2012-11-22,Musim Gugur,2012,November,Libur,Kamis,Tak Kerja,Sedikit Berawan,0.34,0.350371,0.580417,0.0528708,955,1470,2425,0.3499773094460739,0.35611971441262724,0.5968298200514138,0.0628342678694864
693,2012-11-23,Musim Gugur,2012,November,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,0.3852816183087476,0.3934090496207534,0.5848329048843187,0.258991410128779
694,2012-11-24,Musim Gugur,2012,November,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.278333,0.248742,0.404583,0.376871,532,1745,2277,0.27313720022239485,0.22271793153925878,0.4160236503856041,0.7307777227801358
695,2012-11-25,Musim Gugur,2012,November,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.245833,0.257583,0.468333,0.1505,309,2115,2424,0.23264060480232307,0.2343229376141336,0.4815763496143959,0.26410199902571024
696,2012-11-26,Musim Gugur,2012,November,Tak Libur,Senin,Kerja,Sedikit Berawan,0.313333,0.339004,0.535417,0.04665,337,4750,5087,0.3167489183670876,0.3411989923163597,0.5505573264781491,0.05000976145156392
697,2012-11-27,Musim Gugur,2012,November,Tak Libur,Selasa,Kerja,Berkabut,0.291667,0.281558,0.786667,0.237562,123,3836,3959,0.289752018786433,0.26579336184726593,0.8089120822622108,0.4435848915406869
698,2012-11-28,Musim Gugur,2012,November,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.296667,0.289762,0.50625,0.210821,198,5062,5260,0.29598226423567475,0.2765622194242678,0.5205655526992288,0.3884569134475695
699,2012-11-29,Musim Gugur,2012,November,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.28087,0.298422,0.555652,0.115522,243,5080,5323,0.27629842676334015,0.2879296385633262,0.5713645244215938,0.19199301216130496
700,2012-11-30,Musim Gugur,2012,November,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,0.29805818201936213,0.3213296362530886,0.6679516709511568,0.07437896243294542
701,2012-12-01,Musim Gugur,2012,Desember,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,0.29805818201936213,0.312189758716684,0.8294776349614396,0.07692168141054728
702,2012-12-02,Musim Gugur,2012,Desember,Tak Libur,Minggu,Tak Kerja,Berkabut,0.3475,0.359208,0.823333,0.124379,892,3757,4649,0.3593226776199366,0.36771946994748406,0.8466149100257069,0.21025218354497577
703,2012-12-03,Musim Gugur,2012,Desember,Tak Libur,Senin,Kerja,Sedikit Berawan,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,0.4901578320540148,0.4945042597631165,0.7892030848329048,0.12437161299792421
704,2012-12-04,Musim Gugur,2012,Desember,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.475833,0.469054,0.73375,0.174129,551,6055,6606,0.5192318954674466,0.511907174652913,0.7544987146529563,0.3128144254257055
705,2012-12-05,Musim Gugur,2012,Desember,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.438333,0.428012,0.485,0.324021,331,5398,5729,0.472505054598133,0.45803400879780476,0.4987146529562982,0.6218246678374912
706,2012-12-06,Musim Gugur,2012,Desember,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.255833,0.258204,0.50875,0.174754,340,5035,5375,0.24510109570080668,0.23513808395193442,0.5231362467866324,0.3141028958010915
707,2012-12-07,Musim Gugur,2012,Desember,Tak Libur,Jumat,Kerja,Berkabut,0.320833,0.321958,0.764167,0.1306,349,4659,5008,0.3260942865409503,0.3188238160294786,0.7857758354755784,0.22307710227341837
708,2012-12-08,Musim Gugur,2012,Desember,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,0.40189643687278565,0.4074923105841436,0.9370179948586118,0.16283647373076907
709,2012-12-09,Musim Gugur,2012,Desember,Tak Libur,Minggu,Tak Kerja,Berkabut,0.384167,0.390146,0.905417,0.157975,441,2787,3228,0.40501155959740653,0.408329771717021,0.9310200514138818,0.27951210471532745
710,2012-12-10,Musim Gugur,2012,Desember,Tak Libur,Senin,Kerja,Berkabut,0.435833,0.435575,0.925,0.190308,329,4841,5170,0.46938993187351213,0.46796146733691557,0.9511568123393316,0.34616828495109897
711,2012-12-11,Musim Gugur,2012,Desember,Tak Libur,Selasa,Kerja,Berkabut,0.353333,0.338363,0.596667,0.296037,282,5219,5501,0.36659088196102213,0.34035759327846865,0.6135393316195372,0.5641341798618059
712,2012-12-12,Musim Gugur,2012,Desember,Tak Libur,Rabu,Kerja,Berkabut,0.2975,0.297338,0.538333,0.162937,310,5009,5319,0.2970202231275184,0.2865067422184371,0.5535557840616966,0.28974152871959236
713,2012-12-13,Musim Gugur,2012,Desember,Tak Libur,Kamis,Kerja,Sedikit Berawan,0.295833,0.294188,0.485833,0.174129,425,5107,5532,0.29494305929474124,0.28237194195422993,0.4995712082262211,0.3128144254257055
714,2012-12-14,Musim Gugur,2012,Desember,Tak Libur,Jumat,Kerja,Sedikit Berawan,0.281667,0.294192,0.642917,0.131229,429,5182,5611,0.2772915278879493,0.282377192494248,0.6610971722365038,0.22437381885920693
715,2012-12-15,Musim Gugur,2012,Desember,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.324167,0.338383,0.650417,0.10635,767,4280,5047,0.33024861420650475,0.3403838459785588,0.6688092544987146,0.17308445170843956
716,2012-12-16,Musim Gugur,2012,Desember,Tak Libur,Minggu,Tak Kerja,Berkabut,0.3625,0.369938,0.83875,0.100742,538,3248,3786,0.3780134139676621,0.3818040435458786,0.8624678663239074,0.1615232647241756
717,2012-12-17,Musim Gugur,2012,Desember,Tak Libur,Senin,Kerja,Berkabut,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,0.41643284555495663,0.42323342955823007,0.9327331619537275,0.1564029865300215
718,2012-12-18,Musim Gugur,2012,Desember,Tak Libur,Selasa,Kerja,Sedikit Berawan,0.410833,0.409708,0.66625,0.221404,433,5124,5557,0.438238704627303,0.4340075376752499,0.6850899742930591,0.41027432461990637
719,2012-12-19,Musim Gugur,2012,Desember,Tak Libur,Rabu,Kerja,Sedikit Berawan,0.3325,0.342162,0.625417,0.184092,333,4934,5267,0.3406319412722112,0.345344293660603,0.6431023136246786,0.33335367398565946
720,2012-12-20,Musim Gugur,2012,Desember,Tak Libur,Kamis,Kerja,Berkabut,0.33,0.335217,0.667917,0.132463,314,3814,4128,0.3375168185475903,0.3362280435542795,0.6868041131105398,0.2269177747683691
721,2012-12-21,Musim Dingin,2012,Desember,Tak Libur,Jumat,Kerja,Berkabut,0.326667,0.301767,0.556667,0.374383,221,3402,3623,0.33336373693112564,0.29232040265341286,0.5724082262210797,0.7256485799097989
722,2012-12-22,Musim Dingin,2012,Desember,Tak Libur,Sabtu,Tak Kerja,Sedikit Berawan,0.265833,0.236113,0.44125,0.407346,205,1544,1749,0.2575615865992903,0.20614066406729925,0.45372750642673515,0.7936035382839596
723,2012-12-23,Musim Dingin,2012,Desember,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.245833,0.259471,0.515417,0.133083,408,1379,1787,0.23264060480232307,0.23680119250264886,0.5299917737789203,0.2281959373807521
724,2012-12-24,Musim Dingin,2012,Desember,Tak Libur,Senin,Kerja,Berkabut,0.231304,0.2589,0.791304,0.0772304,174,746,920,0.21453675757591623,0.23605167791507353,0.813680205655527,0.1130528645994929
725,2012-12-25,Musim Dingin,2012,Desember,Libur,Selasa,Tak Kerja,Berkabut,0.291304,0.294465,0.734783,0.168726,440,573,1013,0.289299702966818,0.2827355418504792,0.7555609254498714,0.3016758567245681
726,2012-12-26,Musim Dingin,2012,Desember,Tak Libur,Rabu,Kerja,Petir/Hujan/Salju,0.243333,0.220333,0.823333,0.316546,9,432,441,0.22952548207770213,0.1854272836961281,0.8466149100257069,0.606414562147874
727,2012-12-27,Musim Dingin,2012,Desember,Tak Libur,Kamis,Kerja,Berkabut,0.254167,0.226642,0.652917,0.350133,247,1867,2114,0.2430251779171193,0.19370869793958306,0.6713799485861182,0.6756559293448202
728,2012-12-28,Musim Dingin,2012,Desember,Tak Libur,Jumat,Kerja,Berkabut,0.253333,0.255046,0.59,0.155471,644,2451,3095,0.24198597297618574,0.23099278260769113,0.6066838046272492,0.27434997700338076
729,2012-12-29,Musim Dingin,2012,Desember,Tak Libur,Sabtu,Tak Kerja,Berkabut,0.253333,0.2424,0.752917,0.124383,159,1182,1341,0.24198597297618574,0.214393200340655,0.7742077120822621,0.21026042975537823
730,2012-12-30,Musim Dingin,2012,Desember,Tak Libur,Minggu,Tak Kerja,Sedikit Berawan,0.255833,0.2317,0.483333,0.350754,364,1432,1796,0.24510109570080668,0.2003480057923957,0.49700051413881746,0.6769361535098037
731,2012-12-31,Musim Dingin,2012,Desember,Tak Libur,Senin,Kerja,Berkabut,0.215833,0.223487,0.5775,0.154846,439,2290,2729,0.19525913210687218,0.1895673345003533,0.5938303341902313,0.2730615066279947
